국가별수출입 실적,,,,,,
,,,,,,
"통계기준:수리일,조회구분:201908 ~202007 ,국가:전체",,,,,,
,,,,,,"단위:천 불(USD 1,000)"
2020.06,말리,15,332,2,1,331
2020.06,가봉,27,275,2,165,110
2020.06,메요트,2,255,0,0,255
2020.06,세인트 빈센트 그레나딘,4,241,1,13,228
2020.06,부룬디,10,239,2,4,236
2020.06,바누아투,16,233,17,"1,031",-798
2020.06,세인트 마틴,3,211,0,0,211
2020.06,팔라우,19,183,1,15,168
2020.06,감비아,97,172,4,425,-253
2020.06,큐라소,17,171,0,0,171
2020.06,마세도니아,26,162,36,117,45
2020.06,스와질랜드,13,154,12,84,70
2020.06,도미니카,5,145,4,16,130
2020.06,아루바,16,143,18,4,139
2020.06,챠드,20,140,1,2,138
2020.06,바베이도스,11,121,6,78,43
2020.06,보츠와나,8,120,3,28,92
2020.06,남수단,3,93,0,0,93
2020.06,영령 버진군도,5,69,0,0,69
2020.06,몬테네그로,7,68,0,0,68
2020.06,세인트 루시아,3,57,0,0,57
2020.06,적도 기니,3,56,1,68,-12
2020.06,불령 가이아나,6,44,1,"6,323","-6,279"
2020.06,기네비소,2,38,2,146,-109
2020.06,지브랄타,19,35,0,0,35
2020.06,산마리노,4,30,4,178,-148
2020.06,나우르,2,29,0,0,29
2020.06,투르크 & 카이코스 군도,1,23,1,0,23
2020.06,코모로스,5,18,0,0,18
2020.06,모나코,2,17,5,100,-82
2020.06,상토메 프린스페,2,8,0,1,7
2020.06,안티가 바부다,7,6,0,0,6
2020.06,미령 버진군도,2,3,4,5,-2
2020.06,에리트리아,3,3,1,"6,034","-6,031"
2020.06,통가,1,1,2,49,-48
2020.06,티모르,1,1,0,0,1
2020.06,세인트 바르탤르미,2,1,0,0,1
2020.06,안도라,1,1,8,4,-3
2020.06,저어지,1,1,0,0,1
2020.06,포클랜드 군도,1,1,0,0,1
2020.06,카보 베르데,1,1,0,0,1
2020.06,쿡 아일랜드,1,1,0,0,1
2020.06,투발루,0,0,1,45,-45
2020.06,토켈라우,0,0,2,0,0
2020.06,앙귈라,1,0,4,2,-2
2020.06,레소토,0,0,2,7,-7
2020.06,맨섬,0,0,2,0,0
2020.06,남조지아 & 남샌드위치 군도,0,0,0,1,-1
2020.06,마이너 아우틀링 합중국 군도,0,0,2,16,-16
2020.06,건지,2,0,7,10,-10
2020.06,몬트세라트,0,0,0,0,0
2020.06,그레나다,0,0,1,0,0
2020.06,니우에,0,0,0,56,-56
2020.06,코스 군도,0,0,1,0,0
2020.06,세인트 헬레나,0,0,1,0,0
2020.06,그린랜드,1,0,0,0,0
2020.07,중국,"205,713","11,726,183","407,396","9,184,553","2,541,631"
2020.07,미국,"178,946","6,596,979","1,199,050","4,445,079","2,151,900"
2020.07,베트남,"59,894","4,203,038","43,223","1,785,498","2,417,540"
2020.07,홍콩,"25,983","2,034,338","40,859","133,119","1,901,218"
2020.07,일본,"207,326","1,999,257","163,752","3,862,249","-1,862,992"
2020.07,대만,"28,746","1,303,771","24,855","1,610,887","-307,116"
2020.07,독일,"14,628","819,472","209,596","1,565,051","-745,579"
2020.07,인도,"14,907","787,008","11,004","343,832","443,176"
2020.07,마샬군도,54,"704,486",23,42,"704,445"
2020.07,멕시코,"11,902","692,258","7,574","480,157","212,100"
2020.07,러시아 연방,"9,622","599,202","2,127","810,025","-210,823"
2020.07,필리핀,"9,595","593,035","7,602","260,593","332,442"
2020.07,캐나다,"15,246","587,550","19,653","379,639","207,911"
2020.07,싱가포르,"35,005","586,851","14,195","871,067","-284,216"
2020.07,말레이시아,"19,037","559,760","12,206","691,648","-131,888"
2020.07,호주,"13,839","558,758","55,188","1,423,646","-864,888"
2020.07,태국,"14,073","534,346","19,037","436,803","97,543"
2020.07,터키,"5,967","500,518","3,617","105,672","394,846"
2020.07,인도네시아,"25,530","446,564","7,803","711,514","-264,950"
2020.07,폴란드,"6,713","445,281","2,977","68,981","376,300"
2020.07,영국,"8,693","387,832","41,100","302,079","85,753"
2020.07,아랍에미리트 연합,"6,147","357,595",625,"565,797","-208,201"
2020.07,브라질,"6,915","338,073","1,829","308,270","29,803"
2020.07,네덜란드,"8,217","288,983","6,112","457,916","-168,933"
2020.07,이탈리아,"5,142","258,929","77,180","664,023","-405,094"
2020.07,벨기에,"2,202","246,873","2,463","148,799","98,073"
2020.07,프랑스,"5,963","225,555","21,828","618,355","-392,800"
2020.07,체코공화국,"2,628","208,564","3,182","81,303","127,262"
2020.07,노르웨이,576,"204,411","2,328","97,860","106,551"
2020.07,사우디아라비아,"2,841","198,304",481,"1,622,490","-1,424,185"
2020.07,파나마,699,"185,233",114,"1,690","183,543"
2020.07,헝가리,"1,913","184,445","1,614","51,530","132,916"
2020.07,버뮤다,6,"183,522",0,0,"183,522"
2020.07,스페인,"3,714","168,673","7,750","190,406","-21,733"
2020.07,우즈베크,"1,611","165,445",45,"1,433","164,012"
2020.07,라이베리아,111,"162,361",47,51,"162,310"
2020.07,포루투갈,956,"141,640","7,399","29,684","111,956"
2020.07,슬로바키아,"1,260","135,002","1,309","58,719","76,283"
2020.07,뉴질랜드,"2,316","116,609","42,500","116,430",178
2020.07,방글라데시,"2,082","109,446",890,"28,317","81,129"
2020.07,이스라엘,"2,297","104,287","1,653","103,316",971
2020.07,파키스탄,"1,697","99,623",685,"24,651","74,972"
2020.07,오스트리아,"1,989","94,465","4,506","123,451","-28,986"
2020.07,이집트,"2,962","89,324","1,263","49,120","40,203"
2020.07,스위스,"1,240","88,620","5,075","221,937","-133,317"
2020.07,그리스,"1,033","83,196",525,"66,394","16,802"
2020.07,몰타,311,"73,211",131,"12,209","61,001"
2020.07,카자흐스탄,"1,483","70,293",51,"130,177","-59,883"
2020.07,스웨덴,"1,172","63,749","3,235","167,970","-104,220"
2020.07,슬로베니아,576,"60,105",420,"10,164","49,942"
2020.07,루마니아,"1,012","58,046","3,339","39,960","18,086"
2020.07,이라크,753,"50,470",35,"277,725","-227,255"
2020.07,캄보디아,"2,392","49,494",631,"25,748","23,747"
2020.07,남아프리카공화국,"1,694","49,037",533,"202,096","-153,059"
2020.07,미얀마,"1,355","46,142",614,"43,737","2,404"
2020.07,칠레,"2,012","44,723","1,413","340,595","-295,873"
2020.07,덴마크,"1,240","44,451","3,001","85,029","-40,578"
2020.07,오만,"1,127","42,531",74,"213,164","-170,632"
2020.07,콜롬비아,"1,186","41,948",703,"65,915","-23,967"
2020.07,우크라이나,"2,019","38,525",334,"16,912","21,612"
2020.07,나이지리아,910,"35,673",66,"4,530","31,143"
2020.07,토고,134,"35,003",33,"6,372","28,632"
2020.07,바레인,351,"34,802",69,"17,224","17,579"
2020.07,아일랜드,589,"32,893","1,376","93,364","-60,471"
2020.07,요르단,"1,333","31,512",84,"7,160","24,352"
2020.07,카타르,816,"29,709",142,"472,284","-442,575"
2020.07,페루,825,"29,631",548,"257,552","-227,921"
2020.07,피지,100,"28,183",45,295,"27,888"
2020.07,몽골,"2,080","23,188","1,321","2,155","21,033"
2020.07,리비아,"4,666","22,276",7,"1,210","21,066"
2020.07,아르헨티나,988,"21,804",409,"68,288","-46,484"
2020.07,가나,"2,185","21,769",33,"3,444","18,325"
2020.07,케냐,426,"21,442",102,"4,006","17,435"
2020.07,모로코,298,"20,479",725,"9,736","10,743"
2020.07,핀란드,752,"20,257","1,306","80,351","-60,095"
2020.07,에쿠아도르,386,"19,219",242,"8,092","11,127"
2020.07,리투아니아,372,"18,987",658,"6,591","12,396"
2020.07,쿠웨이트,681,"18,567",49,"332,288","-313,721"
2020.07,브루나이,115,"18,109",11,"9,199","8,910"
2020.07,세르비아,212,"17,996",110,"17,432",564
2020.07,푸에르토리코,229,"17,531",108,"26,016","-8,485"
2020.07,과테말라,"1,194","16,978",344,"8,155","8,823"
2020.07,이란,289,"16,007",36,"1,035","14,972"
2020.07,괌,357,"14,682",21,206,"14,476"
2020.07,투르크멘,19,"14,506",0,0,"14,506"
2020.07,알제리,291,"14,292",30,"58,289","-43,997"
2020.07,네팔,108,"13,967",54,114,"13,853"
2020.07,세인트 키츠 네비스,4,"13,706",0,0,"13,706"
2020.07,예맨,"2,218","13,622",55,"4,369","9,253"
2020.07,도미니카 공화국,443,"13,217",126,"5,177","8,040"
2020.07,스리랑카,825,"12,944",515,"8,701","4,243"
2020.07,불가리아,398,"11,613","1,435","15,369","-3,757"
2020.07,탄자니아,415,"11,249",25,"3,359","7,890"
2020.07,튀니지,162,"11,214",772,"5,957","5,257"
2020.07,수단,226,"10,621",7,509,"10,111"
2020.07,코스타리카,379,"9,732",411,"17,059","-7,326"
2020.07,아제르바이잔,272,"8,579",11,506,"8,073"
2020.07,조지아,552,"8,504",28,"1,944","6,560"
2020.07,코트디봐르,191,"8,262",4,123,"8,139"
2020.07,이디오피아,94,"7,644",232,"8,249",-604
2020.07,카메룬,159,"7,538",25,620,"6,918"
2020.07,베라루스,171,"7,459",69,"2,080","5,379"
2020.07,파라과이,167,"7,053",20,"1,395","5,658"
2020.07,에스토니아,273,"6,653",341,"8,238","-1,585"
2020.07,온두라스,304,"6,449",119,"8,121","-1,671"
2020.07,앙골라,188,"6,204",10,"14,767","-8,562"
2020.07,크로아티아,171,"5,811",148,"2,209","3,601"
2020.07,아이티,145,"5,596",10,184,"5,412"
2020.07,키르기스스탄,645,"5,581",4,3,"5,578"
2020.07,레바논,158,"5,566",51,"4,173","1,393"
2020.07,우루과이,152,"5,545",81,"5,269",276
2020.07,모잠비크,68,"5,243",14,541,"4,702"
2020.07,라트비아,237,"4,974",360,"10,752","-5,778"
2020.07,지부티,81,"4,966",5,262,"4,704"
2020.07,니카라과,154,"4,560",87,"15,260","-10,700"
2020.07,세네갈,441,"4,361",87,"6,209","-1,848"
2020.07,기타국,31,"4,174",551,"315,581","-311,407"
2020.07,엘살바도르,279,"3,868",157,"4,687",-819
2020.07,사이프러스,130,"3,808",35,"17,220","-13,412"
2020.07,쿠바,22,"3,713",6,63,"3,650"
2020.07,파푸아 뉴기니,80,"3,492",31,"4,123",-631
2020.07,시리아,251,"3,385",6,2,"3,383"
2020.07,사모아,34,"3,186",3,54,"3,132"
2020.07,부르키나 파소,22,"3,141",2,63,"3,079"
2020.07,타지크,890,"3,125",0,0,"3,125"
2020.07,트리니다드 토바고,74,"3,124",29,"9,109","-5,985"
2020.07,볼리비아,101,"3,091",6,"5,162","-2,071"
2020.07,아이슬란드,52,"3,001",41,959,"2,042"
2020.07,나미비아,16,"2,984",11,"1,454","1,530"
2020.07,아프카니스탄,80,"2,945",11,76,"2,869"
2020.07,우간다,67,"2,710",32,651,"2,059"
2020.07,불령 리유니온 코모도 제도,32,"2,578",3,3,"2,576"
2020.07,불령 폴리네시아,40,"2,447",1,39,"2,407"
2020.07,기니,270,"2,318",45,"4,668","-2,349"
2020.07,마다카스카르,134,"2,209",90,"1,075","1,134"
2020.07,모리셔스,154,"2,088",40,377,"1,711"
2020.07,아르메니아,70,"2,001",65,"1,461",540
2020.07,알바니아,149,"1,757",189,575,"1,182"
2020.07,베네주엘라,52,"1,664",10,142,"1,522"
2020.07,잠비아,57,"1,522",4,32,"1,490"
2020.07,마카오,149,"1,511",52,"1,877",-366
2020.07,콩고,43,"1,503",2,0,"1,503"
2020.07,팔레스타인 해방기구,29,"1,494",5,9,"1,485"
2020.07,룩셈부르그,103,"1,445",224,"8,208","-6,763"
2020.07,짐바브웨,29,"1,391",17,"1,909",-518
2020.07,마세도니아,45,"1,176",31,396,781
2020.07,콩고민주공화국,39,"1,174",31,"40,256","-39,081"
2020.07,뉴 칼레도니아,73,"1,159",13,"19,994","-18,835"
2020.07,라오스,105,"1,156",107,"3,372","-2,216"
2020.07,소말리아,25,"1,066",4,240,826
2020.07,리히텐슈타인,29,"1,029",64,816,213
2020.07,가이아나,34,974,124,39,935
2020.07,북마리아나 군도,111,929,6,51,878
2020.07,몰도바,68,906,267,"1,514",-608
2020.07,세이쉘,22,886,9,551,335
2020.07,아메리칸 사모아,16,853,23,230,622
2020.07,말리,24,804,1,2,802
2020.07,마이크로네시아,83,745,1,5,740
2020.07,자마이카,43,703,10,328,375
2020.07,말라위,8,674,18,179,495
2020.07,보스니아-헤르체고비나,25,670,96,"1,210",-540
2020.07,티모르,8,574,58,13,562
2020.07,키리바티,58,568,6,50,519
2020.07,바하마,41,504,3,2,502
2020.07,바누아투,41,503,11,457,46
2020.07,바베이도스,10,498,6,51,447
2020.07,부룬디,11,455,7,22,434
2020.07,루안다,58,452,20,115,337
2020.07,모리타니,11,447,24,"3,321","-2,874"
2020.07,팔라우,22,441,1,0,441
2020.07,큐라소,22,431,0,0,431
2020.07,베닝,12,417,0,0,417
2020.07,솔로몬 군도,21,416,11,"2,001","-1,584"
2020.07,몬테네그로,9,410,1,1,409
2020.07,부탄,74,386,0,0,386
2020.07,보츠와나,17,351,3,43,308
2020.07,세인트 마틴,5,351,0,0,351
2020.07,마티니크,8,342,1,5,337
2020.07,벨리제,11,335,0,1,334
2020.07,시에라 리온,23,329,17,"1,460","-1,131"
2020.07,가봉,33,313,6,320,-7
2020.07,스와질랜드,16,307,8,120,187
2020.07,수리남,14,304,16,"1,211",-906
2020.07,몰디브,19,288,0,60,228
2020.07,적도 기니,4,285,1,0,285
2020.07,도미니카,12,273,1,11,262
2020.07,허드 앤 맥도날드 군도,1,227,0,0,227
2020.07,아루바,15,217,1,1,217
2020.07,불령 가이아나,9,210,0,0,210
2020.07,상토메 프린스페,1,180,0,0,180
2020.07,과델로프,9,172,0,0,172
2020.07,에리트리아,4,113,1,"7,364","-7,250"
2020.07,네덜란드 열도,9,110,0,3,107
2020.07,모나코,6,94,4,264,-170
2020.07,니제르,4,91,2,6,85
2020.07,안티가 바부다,9,87,5,3,83
2020.07,감비아,52,83,5,524,-440
2020.07,세인트 루시아,7,82,0,0,82
2020.07,챠드,10,71,0,0,71
2020.07,영령 버진군도,7,67,1,2,65
2020.07,그레나다,2,66,1,0,66
2020.07,세인트 빈센트 그레나딘,1,51,0,0,51
2020.07,나우르,5,49,0,0,49
2020.07,투르크 & 카이코스 군도,4,47,0,0,47
2020.07,남수단,3,35,0,0,35
2020.07,기네비소,2,34,4,338,-303
2020.07,산마리노,3,28,8,295,-267
2020.07,카보 베르데,5,26,1,1,26
2020.07,지브랄타,11,24,2,0,24
2020.07,건지,2,23,6,4,19
2020.07,메요트,2,20,0,0,20
2020.07,코모로스,6,15,0,0,15
2020.07,중앙아프리카공화국,3,13,1,27,-14
2020.07,안도라,1,9,27,9,1
2020.07,영령 캐이맨 군도,7,8,0,0,8
2020.07,세인트 바르탤르미,4,4,0,0,4
2020.07,미령 버진군도,10,3,3,5,-2
2020.07,통가,1,3,2,8,-5
2020.07,앙귈라,2,1,4,1,-1
2020.07,몬트세라트,1,1,0,0,1
2020.07,세인트 헬레나,0,0,2,9,-9
2020.07,쿡 아일랜드,0,0,1,15,-15
2020.07,교황청,0,0,1,0,0
2020.07,코스 군도,0,0,1,1,-1
2020.07,니우에,0,0,1,1,-1
2020.07,스발비드 군도,0,0,0,0,0
2020.07,맨섬,0,0,2,1,-1
2020.07,토켈라우,0,0,2,0,0
2020.07,그린랜드,0,0,1,13,-13
2020.07,레소토,0,0,3,3,-3
